bn,b,h,t
1,11,81,30
0,12,81,30
0,13,81,30
0,14,81,30
0,15,81,30
0,16,81,30
0,17,81,30
0,18,81,30
0,19,81,30
0,20,81,30
0,21,81,30
1,22,81,30
0,23,81,30
0,24,81,30
0,25,81,30
0,26,81,30
0,27,81,30
0,28,81,30
0,29,81,30
0,30,81,30
0,31,81,30
0,1,82,30
2,2,82,30
3,3,82,30
3,4,82,30
0,5,82,30
0,6,82,30
0,7,82,30
1,8,82,30
0,9,82,30
2,10,82,30
0,11,82,30
1,12,82,30
0,13,82,30
0,14,82,30
0,15,82,30
1,16,82,30
0,17,82,30
0,18,82,30
0,19,82,30
0,20,82,30
0,21,82,30
1,22,82,30
0,23,82,30
0,24,82,30
0,25,82,30
1,26,82,30
0,27,82,30
0,28,82,30
0,29,82,30
0,30,82,30
0,31,82,30
0,1,83,30
3,2,83,30
2,3,83,30
2,4,83,30
1,5,83,30
0,6,83,30
0,7,83,30
0,8,83,30
0,9,83,30
6,10,83,30
0,11,83,30
0,12,83,30
1,13,83,30
0,14,83,30
0,15,83,30
0,16,83,30
0,17,83,30
0,18,83,30
0,19,83,30
0,20,83,30
0,21,83,30
0,22,83,30
0,23,83,30
0,24,83,30
0,25,83,30
0,26,83,30
0,27,83,30
0,28,83,30
0,29,83,30
0,30,83,30
0,31,83,30
2,1,84,30
2,2,84,30
2,3,84,30
1,4,84,30
0,5,84,30
0,6,84,30
1,7,84,30
0,8,84,30
0,9,84,30
6,10,84,30
1,11,84,30
0,12,84,30
0,13,84,30
0,14,84,30
0,15,84,30
0,16,84,30
0,17,84,30
0,18,84,30
0,19,84,30
0,20,84,30
0,21,84,30
0,22,84,30
0,23,84,30
0,24,84,30
0,25,84,30
0,26,84,30
0,27,84,30
0,28,84,30
0,29,84,30
0,30,84,30
0,31,84,30
0,1,85,30
2,2,85,30
5,3,85,30
3,4,85,30
0,5,85,30
0,6,85,30
0,7,85,30
1,8,85,30
0,9,85,30
4,10,85,30
0,11,85,30
0,12,85,30
0,13,85,30
0,14,85,30
0,15,85,30
0,16,85,30
0,17,85,30
0,18,85,30
0,19,85,30
0,20,85,30
0,21,85,30
0,22,85,30
0,23,85,30
0,24,85,30
0,25,85,30
0,26,85,30
0,27,85,30
0,28,85,30
0,29,85,30
0,30,85,30
0,31,85,30
0,1,86,30
0,2,86,30
7,3,86,30
2,4,86,30
1,5,86,30
0,6,86,30
1,7,86,30
1,8,86,30
0,9,86,30
1,10,86,30
0,11,86,30
0,12,86,30
0,13,86,30
0,14,86,30
0,15,86,30
1,16,86,30
0,17,86,30
0,18,86,30
0,19,86,30
0,20,86,30
0,21,86,30
1,22,86,30
0,23,86,30
0,24,86,30
0,25,86,30
0,26,86,30
0,27,86,30
0,28,86,30
0,29,86,30
0,30,86,30
0,31,86,30
1,1,87,30
0,2,87,30
5,3,87,30
1,4,87,30
0,5,87,30
0,6,87,30
1,7,87,30
1,8,87,30
0,9,87,30
3,10,87,30
1,11,87,30
0,12,87,30
0,13,87,30
0,14,87,30
0,15,87,30
2,16,87,30
0,17,87,30
0,18,87,30
0,19,87,30
0,20,87,30
0,21,87,30
0,22,87,30
0,23,87,30
0,24,87,30
0,25,87,30
0,26,87,30
0,27,87,30
0,28,87,30
0,29,87,30
0,30,87,30
0,31,87,30
1,1,88,30
1,2,88,30
3,3,88,30
6,4,88,30
0,5,88,30
0,6,88,30
0,7,88,30
0,8,88,30
0,9,88,30
2,10,88,30
0,11,88,30
0,12,88,30
1,13,88,30
0,14,88,30
0,15,88,30
1,16,88,30
0,17,88,30
0,18,88,30
0,19,88,30
0,20,88,30
0,21,88,30
0,22,88,30
0,23,88,30
0,24,88,30
0,25,88,30
0,26,88,30
0,27,88,30
0,28,88,30
0,29,88,30
0,30,88,30
0,31,88,30
0,1,89,30
1,2,89,30
5,3,89,30
2,4,89,30
1,5,89,30
0,6,89,30
0,7,89,30
1,8,89,30
0,9,89,30
4,10,89,30
0,11,89,30
0,12,89,30
0,13,89,30
0,14,89,30
0,15,89,30
0,16,89,30
1,17,89,30
0,18,89,30
0,19,89,30
0,20,89,30
0,21,89,30
0,22,89,30
0,23,89,30
0,24,89,30
0,25,89,30
0,26,89,30
0,27,89,30
0,28,89,30
0,29,89,30
0,30,89,30
0,31,89,30
1,1,90,30
2,2,90,30
6,3,90,30
1,4,90,30
0,5,90,30
0,6,90,30
0,7,90,30
0,8,90,30
0,9,90,30
1,10,90,30
1,11,90,30
0,12,90,30
1,13,90,30
0,14,90,30
0,15,90,30
0,16,90,30
2,17,90,30
0,18,90,30
0,19,90,30
0,20,90,30
0,21,90,30
0,22,90,30
0,23,90,30
0,24,90,30
0,25,90,30
0,26,90,30
0,27,90,30
0,28,90,30
0,29,90,30
0,30,90,30
0,31,90,30
1,1,91,30
4,2,91,30
2,3,91,30
2,4,91,30
0,5,91,30
0,6,91,30
0,7,91,30
0,8,91,30
0,9,91,30
1,10,91,30
1,11,91,30
0,12,91,30
1,13,91,30
0,14,91,30
0,15,91,30
0,16,91,30
0,17,91,30
0,18,91,30
0,19,91,30
0,20,91,30
0,21,91,30
2,22,91,30
0,23,91,30
0,24,91,30
0,25,91,30
0,26,91,30
0,27,91,30
1,28,91,30
0,29,91,30
0,30,91,30
0,31,91,30
1,1,92,30
2,2,92,30
5,3,92,30
0,4,92,30
1,5,92,30
1,6,92,30
0,7,92,30
1,8,92,30
0,9,92,30
2,10,92,30
1,11,92,30
0,12,92,30
0,13,92,30
0,14,92,30
0,15,92,30
0,16,92,30
1,17,92,30
0,18,92,30
0,19,92,30
0,20,92,30
0,21,92,30
0,22,92,30
0,23,92,30
0,24,92,30
0,25,92,30
0,26,92,30
0,27,92,30
0,28,92,30
0,29,92,30
0,30,92,30
0,31,92,30
0,1,93,30
4,2,93,30
5,3,93,30
2,4,93,30
1,5,93,30
0,6,93,30
0,7,93,30
0,8,93,30
0,9,93,30
1,10,93,30
0,11,93,30
0,12,93,30
1,13,93,30
0,14,93,30
0,15,93,30
0,16,93,30
1,17,93,30
0,18,93,30
0,19,93,30
0,20,93,30
0,21,93,30
0,22,93,30
0,23,93,30
0,24,93,30
0,25,93,30
0,26,93,30
0,27,93,30
0,28,93,30
0,29,93,30
0,30,93,30
0,31,93,30
0,1,94,30
1,2,94,30
5,3,94,30
2,4,94,30
0,5,94,30
0,6,94,30
0,7,94,30
1,8,94,30
0,9,94,30
3,10,94,30
0,11,94,30
0,12,94,30
0,13,94,30
0,14,94,30
0,15,94,30
1,16,94,30
1,17,94,30
0,18,94,30
0,19,94,30
0,20,94,30
0,21,94,30
0,22,94,30
1,23,94,30
0,24,94,30
0,25,94,30
0,26,94,30
0,27,94,30
0,28,94,30
0,29,94,30
0,30,94,30
0,31,94,30
1,1,95,30
5,2,95,30
4,3,95,30
1,4,95,30
0,5,95,30
1,6,95,30
0,7,95,30
1,8,95,30
0,9,95,30
1,10,95,30
0,11,95,30
0,12,95,30
1,13,95,30
0,14,95,30
0,15,95,30
0,16,95,30
0,17,95,30
0,18,95,30
0,19,95,30
0,20,95,30
0,21,95,30
0,22,95,30
0,23,95,30
0,24,95,30
0,25,95,30
0,26,95,30
0,27,95,30
0,28,95,30
0,29,95,30
0,30,95,30
0,31,95,30
0,1,96,30
2,2,96,30
0,3,96,30
3,4,96,30
0,5,96,30
1,6,96,30
1,7,96,30
3,8,96,30
2,9,96,30
1,10,96,30
0,11,96,30
0,12,96,30
0,13,96,30
0,14,96,30
0,15,96,30
1,16,96,30
1,17,96,30
0,18,96,30
0,19,96,30
0,20,96,30
0,21,96,30
0,22,96,30
0,23,96,30
0,24,96,30
0,25,96,30
0,26,96,30
0,27,96,30
0,28,96,30
0,29,96,30
0,30,96,30
0,31,96,30
0,1,97,30
1,2,97,30
8,3,97,30
2,4,97,30
0,5,97,30
0,6,97,30
0,7,97,30
0,8,97,30
0,9,97,30
2,10,97,30
1,11,97,30
0,12,97,30
0,13,97,30
0,14,97,30
0,15,97,30
0,16,97,30
0,17,97,30
0,18,97,30
0,19,97,30
0,20,97,30
0,21,97,30
0,22,97,30
0,23,97,30
0,24,97,30
0,25,97,30
0,26,97,30
0,27,97,30
0,28,97,30
0,29,97,30
1,30,97,30
0,31,97,30
1,1,98,30
1,2,98,30
2,3,98,30
1,4,98,30
0,5,98,30
0,6,98,30
1,7,98,30
1,8,98,30
0,9,98,30
5,10,98,30
0,11,98,30
0,12,98,30
0,13,98,30
0,14,98,30
0,15,98,30
0,16,98,30
2,17,98,30
0,18,98,30
0,19,98,30
0,20,98,30
0,21,98,30
0,22,98,30
0,23,98,30
0,24,98,30
0,25,98,30
0,26,98,30
0,27,98,30
0,28,98,30
0,29,98,30
1,30,98,30
0,31,98,30
2,1,99,30
0,2,99,30
4,3,99,30
2,4,99,30
0,5,99,30
0,6,99,30
0,7,99,30
0,8,99,30
0,9,99,30
5,10,99,30
0,11,99,30
0,12,99,30
1,13,99,30
0,14,99,30
0,15,99,30
0,16,99,30
1,17,99,30
0,18,99,30
0,19,99,30
0,20,99,30
0,21,99,30
0,22,99,30
0,23,99,30
0,24,99,30
0,25,99,30
0,26,99,30
0,27,99,30
0,28,99,30
0,29,99,30
0,30,99,30
0,31,99,30
2,1,100,30
2,2,100,30
1,3,100,30
3,4,100,30
0,5,100,30
0,6,100,30
0,7,100,30
0,8,100,30
0,9,100,30
5,10,100,30
0,11,100,30
0,12,100,30
0,13,100,30
0,14,100,30
0,15,100,30
0,16,100,30
1,17,100,30
0,18,100,30
0,19,100,30
0,20,100,30
0,21,100,30
1,22,100,30
0,23,100,30
0,24,100,30
0,25,100,30
0,26,100,30
0,27,100,30
0,28,100,30
0,29,100,30
0,30,100,30
0,31,100,30
0,1,1,31
0,2,1,31
0,3,1,31
5,4,1,31
0,5,1,31
1,6,1,31
0,7,1,31
2,8,1,31
1,9,1,31
0,10,1,31
2,11,1,31
0,12,1,31
2,13,1,31
0,14,1,31
0,15,1,31
0,16,1,31
0,17,1,31
0,18,1,31
0,19,1,31
0,20,1,31
0,21,1,31
0,22,1,31
0,23,1,31
0,24,1,31
0,25,1,31
0,26,1,31
0,27,1,31
0,28,1,31
0,29,1,31
0,30,1,31
0,31,1,31
0,1,2,31
0,2,2,31
1,3,2,31
2,4,2,31
2,5,2,31
0,6,2,31
0,7,2,31
2,8,2,31
0,9,2,31
0,10,2,31
2,11,2,31
0,12,2,31
0,13,2,31
0,14,2,31
0,15,2,31
0,16,2,31
0,17,2,31
0,18,2,31
3,19,2,31
0,20,2,31
0,21,2,31
0,22,2,31
0,23,2,31
0,24,2,31
1,25,2,31
0,26,2,31
0,27,2,31
0,28,2,31
0,29,2,31
0,30,2,31
0,31,2,31
3,1,3,31
0,2,3,31
0,3,3,31
3,4,3,31
2,5,3,31
0,6,3,31
0,7,3,31
0,8,3,31
0,9,3,31
0,10,3,31
2,11,3,31
0,12,3,31
1,13,3,31
0,14,3,31
0,15,3,31
0,16,3,31
1,17,3,31
0,18,3,31
0,19,3,31
0,20,3,31
1,21,3,31
0,22,3,31
0,23,3,31
0,24,3,31
0,25,3,31
0,26,3,31
0,27,3,31
0,28,3,31
0,29,3,31
0,30,3,31
0,31,3,31
1,1,4,31
0,2,4,31
0,3,4,31
5,4,4,31
0,5,4,31
0,6,4,31
0,7,4,31
0,8,4,31
0,9,4,31
0,10,4,31
0,11,4,31
0,12,4,31
4,13,4,31
0,14,4,31
1,15,4,31
0,16,4,31
0,17,4,31
0,18,4,31
0,19,4,31
0,20,4,31
0,21,4,31
1,22,4,31
0,23,4,31
0,24,4,31
0,25,4,31
0,26,4,31
0,27,4,31
0,28,4,31
0,29,4,31
1,30,4,31
0,31,4,31
3,1,5,31
0,2,5,31
0,3,5,31
3,4,5,31
0,5,5,31
0,6,5,31
0,7,5,31
4,8,5,31
0,9,5,31
0,10,5,31
0,11,5,31
1,12,5,31
2,13,5,31
0,14,5,31
0,15,5,31
0,16,5,31
0,17,5,31
0,18,5,31
0,19,5,31
0,20,5,31
0,21,5,31
0,22,5,31
0,23,5,31
0,24,5,31
0,25,5,31
0,26,5,31
0,27,5,31
0,28,5,31
0,29,5,31
0,30,5,31
0,31,5,31
2,1,6,31
0,2,6,31
0,3,6,31
1,4,6,31
0,5,6,31
0,6,6,31
0,7,6,31
6,8,6,31
0,9,6,31
0,10,6,31
0,11,6,31
0,12,6,31
0,13,6,31
0,14,6,31
1,15,6,31
0,16,6,31
0,17,6,31
0,18,6,31
1,19,6,31
0,20,6,31
1,21,6,31
0,22,6,31
1,23,6,31
0,24,6,31
0,25,6,31
0,26,6,31
0,27,6,31
0,28,6,31
0,29,6,31
0,30,6,31
0,31,6,31
1,1,7,31
0,2,7,31
0,3,7,31
3,4,7,31
0,5,7,31
0,6,7,31
1,7,7,31
3,8,7,31
0,9,7,31
0,10,7,31
0,11,7,31
0,12,7,31
2,13,7,31
0,14,7,31
0,15,7,31
0,16,7,31
0,17,7,31
0,18,7,31
0,19,7,31
0,20,7,31
1,21,7,31
1,22,7,31
0,23,7,31
1,24,7,31
0,25,7,31
0,26,7,31
0,27,7,31
0,28,7,31
0,29,7,31
0,30,7,31
0,31,7,31
4,1,8,31
0,2,8,31
0,3,8,31
4,4,8,31
1,5,8,31
0,6,8,31
0,7,8,31
3,8,8,31
0,9,8,31
0,10,8,31
0,11,8,31
0,12,8,31
1,13,8,31
0,14,8,31
0,15,8,31
0,16,8,31
0,17,8,31
0,18,8,31
0,19,8,31
0,20,8,31
0,21,8,31
0,22,8,31
0,23,8,31
0,24,8,31
0,25,8,31
0,26,8,31
0,27,8,31
0,28,8,31
0,29,8,31
0,30,8,31
0,31,8,31
2,1,9,31
0,2,9,31
0,3,9,31
3,4,9,31
0,5,9,31
0,6,9,31
1,7,9,31
5,8,9,31
0,9,9,31
0,10,9,31
0,11,9,31
0,12,9,31
2,13,9,31
0,14,9,31
0,15,9,31
0,16,9,31
0,17,9,31
0,18,9,31
0,19,9,31
0,20,9,31
0,21,9,31
0,22,9,31
0,23,9,31
0,24,9,31
0,25,9,31
0,26,9,31
0,27,9,31
0,28,9,31
0,29,9,31
0,30,9,31
0,31,9,31
0,1,10,31
0,2,10,31
0,3,10,31
4,4,10,31
0,5,10,31
0,6,10,31
0,7,10,31
5,8,10,31
0,9,10,31
0,10,10,31
0,11,10,31
0,12,10,31
1,13,10,31
1,14,10,31
1,15,10,31
0,16,10,31
0,17,10,31
0,18,10,31
1,19,10,31
0,20,10,31
0,21,10,31
0,22,10,31
0,23,10,31
0,24,10,31
0,25,10,31
0,26,10,31
0,27,10,31
0,28,10,31
0,29,10,31
0,30,10,31
0,31,10,31
1,1,11,31
0,2,11,31
0,3,11,31
3,4,11,31
1,5,11,31
0,6,11,31
0,7,11,31
3,8,11,31
0,9,11,31
0,10,11,31
0,11,11,31
0,12,11,31
2,13,11,31
0,14,11,31
2,15,11,31
0,16,11,31
0,17,11,31
0,18,11,31
0,19,11,31
0,20,11,31
0,21,11,31
1,22,11,31
0,23,11,31
0,24,11,31
0,25,11,31
0,26,11,31
0,27,11,31
0,28,11,31
0,29,11,31
0,30,11,31
0,31,11,31
4,1,12,31
1,2,12,31
0,3,12,31
4,4,12,31
0,5,12,31
0,6,12,31
1,7,12,31
1,8,12,31
0,9,12,31
0,10,12,31
0,11,12,31
0,12,12,31
1,13,12,31
0,14,12,31
0,15,12,31
0,16,12,31
0,17,12,31
0,18,12,31
0,19,12,31
0,20,12,31
0,21,12,31
1,22,12,31
0,23,12,31
0,24,12,31
0,25,12,31
0,26,12,31
0,27,12,31
0,28,12,31
0,29,12,31
0,30,12,31
0,31,12,31
4,1,13,31
0,2,13,31
0,3,13,31
0,4,13,31
0,5,13,31
0,6,13,31
0,7,13,31
3,8,13,31
0,9,13,31
0,10,13,31
2,11,13,31
0,12,13,31
2,13,13,31
0,14,13,31
1,15,13,31
0,16,13,31
0,17,13,31
0,18,13,31
0,19,13,31
0,20,13,31
0,21,13,31
0,22,13,31
0,23,13,31
0,24,13,31
0,25,13,31
1,26,13,31
0,27,13,31
0,28,13,31
0,29,13,31
0,30,13,31
0,31,13,31
5,1,14,31
0,2,14,31
0,3,14,31
4,4,14,31
0,5,14,31
0,6,14,31
0,7,14,31
2,8,14,31
0,9,14,31
0,10,14,31
0,11,14,31
0,12,14,31
1,13,14,31
0,14,14,31
0,15,14,31
0,16,14,31
0,17,14,31
0,18,14,31
1,19,14,31
0,20,14,31
0,21,14,31
0,22,14,31
0,23,14,31
0,24,14,31
0,25,14,31
0,26,14,31
0,27,14,31
0,28,14,31
0,29,14,31
0,30,14,31
0,31,14,31
2,1,15,31
1,2,15,31
0,3,15,31
2,4,15,31
0,5,15,31
0,6,15,31
0,7,15,31
4,8,15,31
0,9,15,31
0,10,15,31
0,11,15,31
0,12,15,31
1,13,15,31
0,14,15,31
0,15,15,31
0,16,15,31
0,17,15,31
0,18,15,31
0,19,15,31
0,20,15,31
1,21,15,31
0,22,15,31
1,23,15,31
0,24,15,31
1,25,15,31
0,26,15,31
0,27,15,31
0,28,15,31
0,29,15,31
0,30,15,31
0,31,15,31
0,1,16,31
3,2,16,31
8,3,16,31
0,4,16,31
2,5,16,31
2,6,16,31
0,7,16,31
0,8,16,31
0,9,16,31
19,10,16,31
3,11,16,31
0,12,16,31
5,13,16,31
0,14,16,31
0,15,16,31
6,16,16,31
0,17,16,31
0,18,16,31
0,19,16,31
0,20,16,31
0,21,16,31
6,22,16,31
0,23,16,31
0,24,16,31
0,25,16,31
2,26,16,31
0,27,16,31
0,28,16,31
0,29,16,31
1,30,16,31
0,31,16,31
1,1,17,31
3,2,17,31
8,3,17,31
4,4,17,31
0,5,17,31
0,6,17,31
1,7,17,31
0,8,17,31
0,9,17,31
18,10,17,31
3,11,17,31
1,12,17,31
4,13,17,31
0,14,17,31
0,15,17,31
2,16,17,31
0,17,17,31
0,18,17,31
0,19,17,31
0,20,17,31
0,21,17,31
6,22,17,31
2,23,17,31
0,24,17,31
0,25,17,31
4,26,17,31
0,27,17,31
0,28,17,31
0,29,17,31
0,30,17,31
0,31,17,31
2,1,18,31
2,2,18,31
5,3,18,31
2,4,18,31
0,5,18,31
0,6,18,31
0,7,18,31
0,8,18,31
0,9,18,31
17,10,18,31
2,11,18,31
0,12,18,31
7,13,18,31
1,14,18,31
0,15,18,31
1,16,18,31
2,17,18,31
0,18,18,31
0,19,18,31
0,20,18,31
0,21,18,31
14,22,18,31
0,23,18,31
0,24,18,31
0,25,18,31
2,26,18,31
0,27,18,31
0,28,18,31
0,29,18,31
0,30,18,31
0,31,18,31
1,1,19,31
0,2,19,31
5,3,19,31
3,4,19,31
1,5,19,31
0,6,19,31
1,7,19,31
1,8,19,31
0,9,19,31
13,10,19,31
0,11,19,31
0,12,19,31
5,13,19,31
0,14,19,31
0,15,19,31
1,16,19,31
4,17,19,31
0,18,19,31
1,19,19,31
0,20,19,31
0,21,19,31
13,22,19,31
1,23,19,31
0,24,19,31
0,25,19,31
7,26,19,31
0,27,19,31
0,28,19,31
0,29,19,31
0,30,19,31
0,31,19,31
1,1,20,31
3,2,20,31
8,3,20,31
2,4,20,31
0,5,20,31
1,6,20,31
0,7,20,31
0,8,20,31
0,9,20,31
17,10,20,31
1,11,20,31
0,12,20,31
3,13,20,31
0,14,20,31
0,15,20,31
3,16,20,31
1,17,20,31
0,18,20,31
0,19,20,31
0,20,20,31
0,21,20,31
10,22,20,31
0,23,20,31
0,24,20,31
0,25,20,31
7,26,20,31
0,27,20,31
0,28,20,31
0,29,20,31
0,30,20,31
0,31,20,31
2,1,21,31
1,2,21,31
9,3,21,31
0,4,21,31
0,5,21,31
1,6,21,31
2,7,21,31
1,8,21,31
0,9,21,31
16,10,21,31
2,11,21,31
0,12,21,31
3,13,21,31
0,14,21,31
0,15,21,31
1,16,21,31
0,17,21,31
0,18,21,31
0,19,21,31
0,20,21,31
0,21,21,31
16,22,21,31
0,23,21,31
0,24,21,31
0,25,21,31
3,26,21,31
0,27,21,31
0,28,21,31
0,29,21,31
0,30,21,31
0,31,21,31
0,1,22,31
4,2,22,31
4,3,22,31
2,4,22,31
0,5,22,31
1,6,22,31
1,7,22,31
1,8,22,31
0,9,22,31
17,10,22,31
1,11,22,31
0,12,22,31
4,13,22,31
1,14,22,31
1,15,22,31
4,16,22,31
0,17,22,31
0,18,22,31
0,19,22,31
0,20,22,31
0,21,22,31
11,22,22,31
0,23,22,31
0,24,22,31
1,25,22,31
4,26,22,31
0,27,22,31
0,28,22,31
0,29,22,31
0,30,22,31
0,31,22,31
1,1,23,31
2,2,23,31
11,3,23,31
2,4,23,31
0,5,23,31
1,6,23,31
1,7,23,31
0,8,23,31
0,9,23,31
15,10,23,31
2,11,23,31
0,12,23,31
7,13,23,31
0,14,23,31
0,15,23,31
2,16,23,31
0,17,23,31
0,18,23,31
1,19,23,31
0,20,23,31
0,21,23,31
8,22,23,31
0,23,23,31
0,24,23,31
0,25,23,31
4,26,23,31
0,27,23,31
0,28,23,31
0,29,23,31
0,30,23,31
0,31,23,31
0,1,24,31
5,2,24,31
6,3,24,31
2,4,24,31
1,5,24,31
0,6,24,31
1,7,24,31
2,8,24,31
0,9,24,31
14,10,24,31
0,11,24,31
0,12,24,31
5,13,24,31
0,14,24,31
0,15,24,31
2,16,24,31
1,17,24,31
0,18,24,31
0,19,24,31
0,20,24,31
0,21,24,31
11,22,24,31
1,23,24,31
1,24,24,31
0,25,24,31
5,26,24,31
0,27,24,31
0,28,24,31
0,29,24,31
0,30,24,31
0,31,24,31
0,1,25,31
3,2,25,31
9,3,25,31
1,4,25,31
1,5,25,31
1,6,25,31
1,7,25,31
2,8,25,31
0,9,25,31
12,10,25,31
2,11,25,31
0,12,25,31
8,13,25,31
0,14,25,31
0,15,25,31
2,16,25,31
1,17,25,31
0,18,25,31
0,19,25,31
0,20,25,31
0,21,25,31
13,22,25,31
0,23,25,31
0,24,25,31
0,25,25,31
1,26,25,31
0,27,25,31
0,28,25,31
0,29,25,31
0,30,25,31
0,31,25,31
1,1,26,31
4,2,26,31
7,3,26,31
2,4,26,31
1,5,26,31
1,6,26,31
2,7,26,31
0,8,26,31
0,9,26,31
16,10,26,31
0,11,26,31
1,12,26,31
1,13,26,31
1,14,26,31
0,15,26,31
3,16,26,31
2,17,26,31
0,18,26,31
0,19,26,31
0,20,26,31
0,21,26,31
14,22,26,31
0,23,26,31
0,24,26,31
0,25,26,31
1,26,26,31
0,27,26,31
0,28,26,31
0,29,26,31
0,30,26,31
0,31,26,31
0,1,27,31
2,2,27,31
9,3,27,31
0,4,27,31
0,5,27,31
1,6,27,31
1,7,27,31
0,8,27,31
0,9,27,31
18,10,27,31
2,11,27,31
0,12,27,31
4,13,27,31
0,14,27,31
0,15,27,31
2,16,27,31
1,17,27,31
0,18,27,31
1,19,27,31
0,20,27,31
0,21,27,31
11,22,27,31
0,23,27,31
0,24,27,31
2,25,27,31
3,26,27,31
0,27,27,31
0,28,27,31
0,29,27,31
0,30,27,31
0,31,27,31
1,1,28,31
0,2,28,31
14,3,28,31
4,4,28,31
2,5,28,31
0,6,28,31
3,7,28,31
0,8,28,31
0,9,28,31
15,10,28,31
2,11,28,31
0,12,28,31
5,13,28,31
0,14,28,31
0,15,28,31
1,16,28,31
1,17,28,31
0,18,28,31
0,19,28,31
0,20,28,31
0,21,28,31
8,22,28,31
0,23,28,31
0,24,28,31
0,25,28,31
1,26,28,31
0,27,28,31
0,28,28,31
0,29,28,31
0,30,28,31
0,31,28,31
2,1,29,31
2,2,29,31
12,3,29,31
2,4,29,31
0,5,29,31
0,6,29,31
1,7,29,31
2,8,29,31
0,9,29,31
9,10,29,31
2,11,29,31
0,12,29,31
5,13,29,31
0,14,29,31
1,15,29,31
1,16,29,31
0,17,29,31
0,18,29,31
0,19,29,31
0,20,29,31
0,21,29,31
11,22,29,31
2,23,29,31
0,24,29,31
0,25,29,31
5,26,29,31
0,27,29,31
0,28,29,31
0,29,29,31
0,30,29,31
0,31,29,31
1,1,30,31
3,2,30,31
7,3,30,31
3,4,30,31
1,5,30,31
2,6,30,31
2,7,30,31
1,8,30,31
0,9,30,31
12,10,30,31
4,11,30,31
0,12,30,31
1,13,30,31
0,14,30,31
0,15,30,31
3,16,30,31
0,17,30,31
0,18,30,31
2,19,30,31
0,20,30,31
0,21,30,31
11,22,30,31
0,23,30,31
0,24,30,31
0,25,30,31
3,26,30,31
0,27,30,31
0,28,30,31
0,29,30,31
0,30,30,31
1,31,30,31
1,1,31,31
2,2,31,31
8,3,31,31
2,4,31,31
2,5,31,31
0,6,31,31
1,7,31,31
0,8,31,31
0,9,31,31
12,10,31,31
7,11,31,31
0,12,31,31
4,13,31,31
1,14,31,31
0,15,31,31
4,16,31,31
0,17,31,31
0,18,31,31
2,19,31,31
0,20,31,31
0,21,31,31
6,22,31,31
0,23,31,31
0,24,31,31
0,25,31,31
5,26,31,31
0,27,31,31
0,28,31,31
0,29,31,31
0,30,31,31
0,31,31,31
0,1,32,31
5,2,32,31
5,3,32,31
2,4,32,31
1,5,32,31
2,6,32,31
5,7,32,31
0,8,32,31
0,9,32,31
12,10,32,31
1,11,32,31
0,12,32,31
4,13,32,31
1,14,32,31
0,15,32,31
3,16,32,31
0,17,32,31
0,18,32,31
1,19,32,31
0,20,32,31
0,21,32,31
11,22,32,31
0,23,32,31
0,24,32,31
1,25,32,31
3,26,32,31
0,27,32,31
0,28,32,31
0,29,32,31
0,30,32,31
0,31,32,31
0,1,33,31
4,2,33,31
7,3,33,31
2,4,33,31
0,5,33,31
1,6,33,31
0,7,33,31
0,8,33,31
0,9,33,31
13,10,33,31
3,11,33,31
0,12,33,31
6,13,33,31
0,14,33,31
0,15,33,31
2,16,33,31
0,17,33,31
0,18,33,31
0,19,33,31
0,20,33,31
1,21,33,31
15,22,33,31
0,23,33,31
0,24,33,31
0,25,33,31
3,26,33,31
0,27,33,31
0,28,33,31
0,29,33,31
0,30,33,31
0,31,33,31
1,1,34,31
2,2,34,31
11,3,34,31
1,4,34,31
0,5,34,31
0,6,34,31
0,7,34,31
0,8,34,31
0,9,34,31
12,10,34,31
2,11,34,31
0,12,34,31
5,13,34,31
1,14,34,31
0,15,34,31
3,16,34,31
2,17,34,31
0,18,34,31
0,19,34,31
0,20,34,31
0,21,34,31
16,22,34,31
0,23,34,31
0,24,34,31
0,25,34,31
1,26,34,31
0,27,34,31
0,28,34,31
0,29,34,31
0,30,34,31
0,31,34,31
0,1,35,31
5,2,35,31
6,3,35,31
2,4,35,31
0,5,35,31
1,6,35,31
1,7,35,31
0,8,35,31
0,9,35,31
19,10,35,31
2,11,35,31
0,12,35,31
4,13,35,31
0,14,35,31
0,15,35,31
2,16,35,31
0,17,35,31
0,18,35,31
1,19,35,31
0,20,35,31
0,21,35,31
9,22,35,31
1,23,35,31
0,24,35,31
0,25,35,31
3,26,35,31
0,27,35,31
0,28,35,31
0,29,35,31
1,30,35,31
0,31,35,31
1,1,36,31
2,2,36,31
9,3,36,31
11,4,36,31
3,5,36,31
0,6,36,31
0,7,36,31
0,8,36,31
0,9,36,31
1,10,36,31
3,11,36,31
0,12,36,31
12,13,36,31
0,14,36,31
8,15,36,31
0,16,36,31
0,17,36,31
0,18,36,31
1,19,36,31
1,20,36,31
0,21,36,31
0,22,36,31
0,23,36,31
0,24,36,31
7,25,36,31
0,26,36,31
0,27,36,31
0,28,36,31
0,29,36,31
0,30,36,31
0,31,36,31
1,1,37,31
0,2,37,31
5,3,37,31
19,4,37,31
2,5,37,31
0,6,37,31
3,7,37,31
0,8,37,31
0,9,37,31
1,10,37,31
2,11,37,31
0,12,37,31
8,13,37,31
0,14,37,31
10,15,37,31
0,16,37,31
0,17,37,31
0,18,37,31
0,19,37,31
0,20,37,31
0,21,37,31
2,22,37,31
